AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
1370,1048,Vijayalakshmi Nair,27,F,A1
1371,1048,Shankar Reddy,19,M,A2
1372,1048,Yamuna Sheikh,47,F,A3
1373,1048,Arjun Poojary,26,M,A4
1374,1048,Yogesh Hegde,52,M,A5
1375,1051,Puneeth Naik,24,M,A1
1376,1052,Kavya Achar,26,F,A1
1377,1052,Anitha Fernandes,20,F,A2
1378,1052,Vinay Achar,24,M,A3
1379,1053,Naveen Achar,26,M,A1
1380,1053,Roopa Naik,41,F,A2
1381,1054,Meena Rao,21,F,A1
1382,1054,Harish Rao,35,M,A2
1383,1054,Latha Reddy,39,F,A3
1384,1054,Imran Nair,53,M,A4
1385,1055,Nandini Kumar,34,F,A1
1386,1058,Shwetha Hegde,53,F,A1
1387,1060,Gopal Setty,53,M,A1
1388,1060,Gopal Naik,21,M,A2
1389,1060,Thimmaiah Fernandes,55,M,A3
1390,1061,Iqbal Sheikh,19,M,A1
1391,1063,Nandini Naik,35,F,A1
1392,1063,Jagadish Setty,38,M,A2
1393,1063,Pooja Gowda,19,F,A3
1394,1063,Latha Khan,20,F,A4
1395,1063,Latha Sheikh,49,F,A5
1396,1064,Triveni Poojary,18,F,A1
1397,1064,Yusuf Khan,26,M,A2
1398,1065,Naveen Sheikh,29,M,A1
1399,1066,Vani Reddy,44,F,A1
1400,1066,Kavya Rao,38,F,A2
1401,1066,Anitha Kumar,29,F,A3
1402,1066,Pooja Setty,51,F,A4
1403,1066,Anthony Poojary,31,M,A5
1404,1068,Shankar Reddy,23,M,A1
1405,1068,Fatima Shetty,48,F,A2
1406,1069,Puneeth Rao,48,M,A1
1407,1073,Triveni Sheikh,33,F,A1
1408,1073,Manjunath Kumar,52,M,A2
1409,1074,Pooja Reddy,28,F,A1
1410,1074,Pooja Khan,24,F,A2
1411,1074,Fatima Gowda,29,F,A3
1412,1074,Krishna Poojary,46,M,A4
1413,1076,Vani Fernandes,20,F,A1
1414,1076,Roopa Rao,29,F,A2
1415,1076,Om Patil,35,M,A3
1416,1077,Shwetha Kumar,49,F,A1
1417,1077,Nataraj Shetty,48,M,A2
1418,1078,Roopa Naik,40,F,A1
1419,1079,Ullas Gowda,21,M,A1
1420,1079,Puneeth Reddy,32,M,A2
1421,1079,Pooja Achar,25,F,A3
1422,1081,Latha Khan,43,F,A1
1423,1082,Ravi Nair,38,M,A1
1424,1082,Iqbal Naik,31,M,A2
1425,1082,Thimmaiah Khan,53,M,A3
1426,1082,Pooja Rao,40,F,A4
1427,1084,Triveni Sheikh,53,F,A1
1428,1085,Vani Hegde,51,F,A1
1429,1086,Suresh Naik,21,M,A1
1430,1086,Basavaraj Reddy,54,M,A2
1431,1086,Jagadish Gowda,37,M,A3
1432,1087,Lokesh Setty,23,M,A1
1433,1088,Chandru Hegde,51,M,A1
1434,1088,Vani Patil,21,F,A2
1435,1088,Usha Gowda,47,F,A3
1436,1093,Roopa Setty,44,F,A1
1437,1094,Triveni Khan,28,F,A1
1438,1095,Triveni Poojary,39,F,A1
1439,1095,Meena Naik,51,F,A2
1440,1097,Anthony Hegde,40,M,A1
1441,1098,Ayesha Kumar,46,F,A1
1442,1100,Triveni Fernandes,24,F,A1
1443,1101,Naveen Fernandes,38,M,A1
1444,1101,Santosh Naik,27,M,A2
1445,1101,Jagadish Hegde,46,M,A3
1446,1101,Pooja Nair,19,F,A4
1447,1101,Radha Sheikh,18,F,A5
1448,1102,Mahesh Nair,19,M,A1
1449,1103,Raghu Khan,22,M,A1
1450,1104,Om Nair,34,M,A1
1451,1105,Chandru Patil,25,M,A1
1452,1105,Venkatesh Reddy,20,M,A2
1453,1106,Sowmya Kumar,37,F,A1
1454,1106,Venkatesh Gowda,24,M,A2
1455,1106,Radha Poojary,20,F,A3
1456,1106,Raghu Poojary,42,M,A4
1457,1108,Zameer Gowda,28,M,A1
1458,1109,Nataraj Khan,18,M,A1
1459,1110,Ullas Nair,42,M,A1
1460,1111,Vinay Khan,30,M,A1
1461,1111,Shankar Gowda,18,M,A2
1462,1112,Imran Achar,53,M,A1
1463,1112,Nataraj Gowda,37,M,A2
1464,1113,Meena Rao,54,F,A1
1465,1113,Jagadish Hegde,41,M,A2
1466,1113,Lokesh Naik,23,M,A3
1467,1114,Kavya Fernandes,36,F,A1
1468,1114,Anitha Achar,31,F,A2
1469,1114,Om Gowda,40,M,A3
1470,1114,Sunitha Fernandes,42,F,A4
1471,1115,Santosh Reddy,41,M,A1
1472,1115,Deepa Reddy,47,F,A2
1473,1116,Zeenath Achar,38,F,A1
1474,1117,Fatima Rao,42,F,A1
1475,1118,Shankar Patil,27,M,A1
1476,1119,Yusuf Nair,48,M,A1
1477,1119,Sowmya Patil,24,F,A2
1478,1120,Arjun Gowda,33,M,A1
1479,1120,Sunitha Achar,50,F,A2
1480,1121,Radha Kumar,23,F,A1
1481,1122,Zeenath Sheikh,21,F,A1
1482,1122,Venkatesh Gowda,47,M,A2
1483,1122,Vijayalakshmi Naik,39,F,A3
1484,1123,Nataraj Setty,18,M,A1
1485,1123,Vinay Kumar,21,M,A2
1486,1123,Mahesh Nair,22,M,A3
1487,1123,Pooja Naik,29,F,A4
1488,1123,Usha Fernandes,35,F,A5
1489,1125,Nandini Rao,54,F,A1
1490,1127,Ayesha Poojary,43,F,A1
1491,1129,Zameer Fernandes,43,M,A1
1492,1129,Ravi Khan,40,M,A2
1493,1129,Vani Reddy,55,F,A3
1494,1131,Fatima Fernandes,28,F,A1
1495,1132,Ayesha Patil,34,F,A1
1496,1133,Meena Gowda,30,F,A1
1497,1136,Basavaraj Hegde,53,M,A1
1498,1139,Vani Setty,55,F,A1
1499,1140,Arjun Reddy,53,M,A1
1500,1141,Arjun Sheikh,24,M,A1
1501,1141,Latha Achar,41,F,A2
1502,1145,Shankar Fernandes,52,M,A1
1503,1145,Shwetha Naik,42,F,A2
1504,1149,Yamuna Rao,38,F,A1
1505,1149,Prakash Nair,29,M,A2
1506,1150,Kavya Sheikh,30,F,A1
1507,1150,Manjunath Khan,48,M,A2
1508,1152,Mahesh Kumar,53,M,A1
1509,1153,Venkatesh Rao,50,M,A1
1510,1156,Prakash Naik,32,M,A1
1511,1156,Anitha Setty,50,F,A2
1512,1158,Anthony Nair,42,M,A1
1513,1158,Nandini Sheikh,41,F,A2
1514,1158,Vijayalakshmi Nair,53,F,A3
1515,1159,Latha Rao,44,F,A1
1516,1159,Usha Naik,54,F,A2
1517,1161,Zameer Naik,49,M,A1
1518,1163,Zameer Nair,24,M,A1
1519,1163,Anthony Shetty,36,M,A2
1520,1163,Yamuna Rao,51,F,A3
1521,1163,Usha Achar,31,F,A4
1522,1164,Shwetha Poojary,40,F,A1
1523,1164,Fatima Hegde,36,F,A2
1524,1165,Pooja Kumar,34,F,A1
1525,1165,Yamuna Hegde,46,F,A2
1526,1167,Deepa Shetty,35,F,A1
1527,1167,Iqbal Reddy,51,M,A2
1528,1168,Kavya Hegde,27,F,A1
1529,1169,Iqbal Fernandes,40,M,A1
1530,1169,Sowmya Gowda,35,F,A2
1531,1169,Raghu Nair,50,M,A3
1532,1171,Usha Gowda,25,F,A1
1533,1171,Om Setty,31,M,A2
1534,1173,Vijayalakshmi Sheikh,53,F,A1
1535,1176,Shwetha Reddy,39,F,A1
1536,1176,Shankar Nair,32,M,A2
1537,1179,Radha Shetty,25,F,A1
1538,1179,Anitha Achar,32,F,A2
1539,1180,Fatima Kumar,34,F,A1
1540,1187,Usha Shetty,46,F,A1
1541,1191,Meena Rao,40,F,A1
1542,1191,Om Naik,33,M,A2
1543,1192,Anthony Hegde,42,M,A1
1544,1192,Puneeth Nair,55,M,A2
1545,1193,Suresh Sheikh,33,M,A1
1546,1193,Meena Hegde,32,F,A2
1547,1193,Shwetha Fernandes,51,F,A3
1548,1194,Prakash Naik,30,M,A1
1549,1194,Triveni Rao,47,F,A2
1550,1195,Yamuna Reddy,26,F,A1
1551,1195,Santosh Shetty,21,M,A2
1552,1195,Shankar Patil,43,M,A3
1553,1196,Yusuf Kumar,27,M,A1
1554,1197,Yamuna Patil,37,F,A1
1555,1197,Harish Gowda,38,M,A2
1556,1197,Ravi Hegde,34,M,A3
1557,1197,Deepa Sheikh,39,F,A4
1558,1197,Ayesha Patil,41,F,A5
1559,1198,Fatima Achar,34,F,A1
1560,1202,Basavaraj Patil,23,M,A1
1561,1204,Usha Achar,47,F,A1
1562,1204,Nataraj Setty,37,M,A2
1563,1205,Latha Nair,23,F,A1
1564,1207,Meena Naik,24,F,A1
1565,1208,Shwetha Shetty,18,F,A1
1566,1208,Sowmya Patil,33,F,A2
1567,1208,Latha Rao,34,F,A3
1568,1209,Prakash Sheikh,52,M,A1
1569,1209,Shankar Nair,40,M,A2
1570,1210,Zameer Rao,19,M,A1
1571,1211,Vani Hegde,32,F,A1
1572,1211,Jagadish Khan,50,M,A2
1573,1211,Radha Gowda,29,F,A3
1574,1211,Usha Khan,31,F,A4
1575,1212,Shankar Sheikh,24,M,A1
1576,1212,Ravi Gowda,48,M,A2
1577,1215,Fatima Reddy,46,F,A1
1578,1217,Ravi Nair,25,M,A1
1579,1217,Anitha Sheikh,35,F,A2
1580,1219,Vani Naik,38,F,A1
1581,1220,Radha Nair,18,F,A1
1582,1221,Nandini Gowda,19,F,A1
1583,1221,Sunitha Patil,43,F,A2
1584,1221,Suresh Setty,30,M,A3
1585,1221,Latha Khan,33,F,A4
1586,1222,Sunitha Poojary,36,F,A1
1587,1227,Nataraj Patil,42,M,A1
1588,1227,Meena Setty,43,F,A2
1589,1228,Zameer Gowda,28,M,A1
1590,1228,Santosh Gowda,34,M,A2
1591,1229,Pooja Khan,54,F,A1
1592,1229,Naveen Naik,48,M,A2
1593,1230,Venkatesh Rao,21,M,A1
1594,1230,Zameer Hegde,21,M,A2
1595,1233,Arjun Shetty,25,M,A1
1596,1233,Radha Reddy,36,F,A2
1597,1233,Yamuna Gowda,30,F,A3
1598,1233,Suresh Fernandes,42,M,A4
1599,1234,Deepa Kumar,39,F,A1
1600,1234,Vijayalakshmi Reddy,24,F,A2
1601,1236,Santosh Gowda,42,M,A1
1602,1237,Vani Hegde,31,F,A1
1603,1237,Prakash Naik,23,M,A2
1604,1237,Puneeth Khan,54,M,A3
1605,1238,Roopa Hegde,52,F,A1
1606,1238,Radha Poojary,55,F,A2
1607,1238,Kavya Setty,40,F,A3
1608,1238,Anthony Hegde,29,M,A4
1609,1240,Vijayalakshmi Poojary,18,F,A1
1610,1241,Mahesh Reddy,40,M,A1
1611,1244,Ravi Reddy,22,M,A1
1612,1245,Krishna Khan,41,M,A1
1613,1246,Usha Poojary,45,F,A1
1614,1246,Ravi Achar,19,M,A2
1615,1247,Jagadish Khan,24,M,A1
1616,1248,Ayesha Gowda,25,F,A1
1617,1248,Arjun Kumar,50,M,A2
1618,1251,Venkatesh Patil,38,M,A1
1619,1251,Chandru Poojary,47,M,A2
1620,1252,Imran Poojary,44,M,A1
1621,1252,Lokesh Rao,30,M,A2
1622,1252,Sunitha Reddy,28,F,A3
1623,1253,Puneeth Hegde,46,M,A1
1624,1253,Zeenath Fernandes,41,F,A2
1625,1253,Triveni Nair,37,F,A3
1626,1254,Lokesh Hegde,47,M,A1
1627,1254,Lokesh Sheikh,45,M,A2
1628,1255,Chandru Gowda,19,M,A1
1629,1255,Yusuf Naik,34,M,A2
1630,1256,Kavya Gowda,44,F,A1
1631,1256,Santosh Fernandes,46,M,A2
1632,1259,Meena Shetty,49,F,A1
1633,1259,Sunitha Naik,37,F,A2
1634,1260,Sowmya Gowda,35,F,A1
1635,1261,Deepa Nair,35,F,A1
1636,1265,Sowmya Reddy,31,F,A1
1637,1265,Meena Nair,32,F,A2
1638,1266,Fatima Fernandes,33,F,A1
1639,1268,Vijayalakshmi Shetty,32,F,A1
1640,1268,Venkatesh Reddy,30,M,A2
1641,1269,Meena Achar,45,F,A1
1642,1269,Venkatesh Patil,31,M,A2
1643,1270,Fatima Achar,36,F,A1
1644,1270,Sunitha Rao,53,F,A2
1645,1270,Meena Nair,54,F,A3
1646,1270,Nandini Gowda,45,F,A4
1647,1271,Shankar Naik,51,M,A1
1648,1271,Kavya Kumar,45,F,A2
1649,1272,Basavaraj Reddy,53,M,A1
1650,1272,Ravi Naik,52,M,A2
1651,1272,Vani Reddy,40,F,A3
1652,1275,Om Kumar,23,M,A1
1653,1275,Thimmaiah Naik,38,M,A2
1654,1275,Roopa Kumar,54,F,A3
1655,1278,Vani Achar,34,F,A1
1656,1278,Fatima Achar,33,F,A2
1657,1279,Imran Khan,51,M,A1
1658,1279,Ravi Hegde,22,M,A2
1659,1280,Lokesh Sheikh,24,M,A1
1660,1280,Harish Shetty,46,M,A2
1661,1281,Shwetha Fernandes,44,F,A1
1662,1281,Lokesh Nair,21,M,A2
1663,1282,Arjun Achar,36,M,A1
1664,1284,Nandini Nair,53,F,A1
1665,1285,Sowmya Achar,32,F,A1
1666,1285,Vijayalakshmi Naik,52,F,A2
1667,1285,Kavya Sheikh,49,F,A3
1668,1285,Deepa Shetty,52,F,A4
1669,1286,Thimmaiah Shetty,41,M,A1
1670,1286,Lokesh Patil,45,M,A2
1671,1286,Arjun Kumar,23,M,A3
1672,1287,Shankar Sheikh,40,M,A1
1673,1287,Roopa Fernandes,34,F,A2
1674,1288,Ravi Khan,28,M,A1
1675,1289,Gopal Khan,37,M,A1
1676,1289,Sunitha Shetty,33,F,A2
1677,1290,Chandru Nair,36,M,A1
1678,1290,Kavya Patil,51,F,A2
1679,1290,Krishna Shetty,46,M,A3
1680,1291,Chandru Achar,54,M,A1
1681,1291,Triveni Poojary,25,F,A2
1682,1292,Gopal Achar,31,M,A1
1683,1293,Sowmya Hegde,50,F,A1
1684,1294,Kavya Kumar,28,F,A1
1685,1294,Shwetha Kumar,19,F,A2
1686,1297,Nandini Setty,47,F,A1
1687,1297,Vani Nair,40,F,A2
1688,1297,Lokesh Reddy,48,M,A3
1689,1297,Raghu Shetty,54,M,A4
1690,1298,Shwetha Achar,32,F,A1
1691,1299,Prakash Kumar,42,M,A1
1692,1300,Chandru Achar,42,M,A1
1693,1303,Zeenath Naik,36,F,A1
1694,1304,Lokesh Rao,40,M,A1
1695,1304,Triveni Shetty,37,F,A2
1696,1304,Venkatesh Kumar,22,M,A3
1697,1304,Imran Khan,34,M,A4
1698,1304,Shwetha Reddy,47,F,A5
1699,1308,Venkatesh Nair,26,M,A1
1700,1308,Krishna Achar,35,M,A2
1701,1310,Vani Achar,52,F,A1
1702,1310,Sunitha Naik,34,F,A2
1703,1311,Zeenath Nair,18,F,A1
1704,1311,Yogesh Hegde,26,M,A2
1705,1311,Nataraj Reddy,48,M,A3
1706,1312,Zeenath Poojary,53,F,A1
1707,1313,Thimmaiah Naik,33,M,A1
1708,1313,Naveen Patil,28,M,A2
1709,1313,Prakash Naik,19,M,A3
1710,1313,Imran Fernandes,29,M,A4
1711,1313,Nataraj Patil,49,M,A5
1712,1314,Sunitha Setty,36,F,A1
1713,1314,Pooja Rao,36,F,A2
1714,1315,Deepa Kumar,32,F,A1
1715,1315,Naveen Patil,50,M,A2
1716,1317,Santosh Poojary,35,M,A1
1717,1319,Shankar Naik,40,M,A1
1718,1319,Manjunath Reddy,38,M,A2
1719,1320,Latha Gowda,45,F,A1
1720,1321,Latha Patil,48,F,A1
1721,1322,Fatima Poojary,37,F,A1
1722,1322,Yamuna Patil,31,F,A2
1723,1322,Triveni Sheikh,49,F,A3
1724,1324,Anitha Khan,52,F,A1
1725,1324,Sowmya Kumar,24,F,A2
1726,1324,Zeenath Naik,40,F,A3
1727,1325,Arjun Nair,41,M,A1
1728,1325,Ayesha Fernandes,28,F,A2
1729,1328,Venkatesh Achar,30,M,A1
1730,1328,Raghu Gowda,54,M,A2
1731,1328,Basavaraj Gowda,21,M,A3
1732,1328,Usha Naik,34,F,A4
1733,1330,Sunitha Hegde,23,F,A1
1734,1332,Pooja Naik,26,F,A1
1735,1332,Anitha Achar,37,F,A2
1736,1333,Deepa Reddy,53,F,A1
1737,1334,Ullas Setty,27,M,A1
1738,1334,Yogesh Gowda,50,M,A2
1739,1336,Deepa Khan,47,F,A1
1740,1338,Zameer Poojary,26,M,A1
1741,1339,Venkatesh Rao,31,M,A1
1742,1339,Thimmaiah Hegde,49,M,A2
1743,1340,Nataraj Achar,32,M,A1
1744,1340,Imran Gowda,31,M,A2
1745,1341,Usha Poojary,51,F,A1
1746,1342,Chandru Fernandes,51,M,A1
1747,1342,Roopa Nair,21,F,A2
1748,1343,Ayesha Khan,50,F,A1
1749,1343,Vijayalakshmi Naik,32,F,A2
1750,1344,Vinay Gowda,29,M,A1
1751,1344,Krishna Sheikh,55,M,A2
1752,1346,Thimmaiah Nair,53,M,A1
1753,1347,Zameer Sheikh,35,M,A1
1754,1347,Suresh Gowda,22,M,A2
1755,1348,Radha Khan,28,F,A1
1756,1348,Om Naik,27,M,A2
1757,1350,Basavaraj Nair,35,M,A1
1758,1352,Zameer Rao,44,M,A1
1759,1352,Raghu Sheikh,21,M,A2
1760,1353,Kavya Poojary,32,F,A1
1761,1353,Deepa Sheikh,38,F,A2
1762,1353,Mahesh Reddy,55,M,A3
1763,1354,Sowmya Achar,32,F,A1
1764,1354,Zeenath Rao,46,F,A2
1765,1355,Gopal Gowda,32,M,A1
1766,1355,Deepa Sheikh,26,F,A2
1767,1355,Yamuna Hegde,39,F,A3
1768,1355,Yamuna Setty,25,F,A4
1769,1355,Roopa Nair,50,F,A5
1770,1356,Kavya Achar,25,F,A1
1771,1356,Ayesha Gowda,24,F,A2
1772,1357,Pooja Reddy,46,F,A1
1773,1359,Roopa Kumar,37,F,A1
1774,1361,Suresh Shetty,51,M,A1
1775,1361,Yamuna Kumar,31,F,A2
1776,1362,Kavya Rao,29,F,A1
1777,1365,Fatima Nair,35,F,A1
1778,1365,Santosh Reddy,23,M,A2
1779,1367,Yogesh Nair,25,M,A1
1780,1368,Latha Reddy,55,F,A1
1781,1368,Puneeth Khan,36,M,A2
1782,1368,Imran Fernandes,46,M,A3
1783,1370,Manjunath Patil,50,M,A1
1784,1372,Radha Sheikh,33,F,A1
1785,1373,Basavaraj Reddy,25,M,A1
1786,1374,Zameer Patil,49,M,A1
1787,1374,Vani Naik,18,F,A2
1788,1375,Fatima Shetty,49,F,A1
1789,1377,Naveen Patil,18,M,A1
1790,1378,Anitha Rao,55,F,A1
1791,1378,Fatima Gowda,28,F,A2
1792,1380,Om Naik,35,M,A1
1793,1380,Kavya Setty,54,F,A2
1794,1381,Sowmya Naik,39,F,A1
1795,1381,Zameer Naik,40,M,A2
1796,1383,Usha Sheikh,48,F,A1
1797,1385,Yusuf Khan,30,M,A1
1798,1386,Triveni Rao,30,F,A1
1799,1386,Triveni Khan,18,F,A2
1800,1386,Vani Naik,53,F,A3
1801,1386,Yusuf Patil,19,M,A4
1802,1387,Ravi Shetty,40,M,A1
1803,1387,Santosh Rao,25,M,A2
1804,1387,Meena Poojary,35,F,A3
1805,1387,Chandru Achar,23,M,A4
1806,1389,Chandru Patil,36,M,A1
1807,1389,Triveni Sheikh,18,F,A2
1808,1390,Suresh Khan,40,M,A1
1809,1390,Zeenath Sheikh,49,F,A2
1810,1390,Mahesh Patil,27,M,A3
1811,1390,Sunitha Gowda,40,F,A4
1812,1390,Gopal Kumar,41,M,A5
1813,1392,Chandru Rao,51,M,A1
1814,1393,Deepa Nair,23,F,A1
1815,1395,Gopal Sheikh,46,M,A1
1816,1397,Zeenath Rao,26,F,A1
1817,1400,Sowmya Nair,52,F,A1
1818,1400,Suresh Rao,29,M,A2
1819,1404,Kavya Nair,43,F,A1
1820,1404,Krishna Setty,20,M,A2
1821,1404,Anitha Nair,27,F,A3
1822,1405,Prakash Nair,28,M,A1
1823,1406,Sowmya Naik,31,F,A1
1824,1406,Om Sheikh,34,M,A2
1825,1408,Kavya Kumar,46,F,A1
1826,1408,Vani Shetty,20,F,A2
1827,1408,Vani Khan,25,F,A3
1828,1409,Fatima Kumar,54,F,A1
1829,1409,Zeenath Khan,32,F,A2
1830,1409,Fatima Fernandes,21,F,A3
1831,1410,Deepa Reddy,21,F,A1
1832,1410,Raghu Khan,44,M,A2
1833,1411,Anthony Nair,19,M,A1
1834,1411,Naveen Nair,31,M,A2
1835,1412,Imran Setty,18,M,A1
1836,1415,Gopal Hegde,49,M,A1
1837,1415,Jagadish Reddy,21,M,A2
1838,1416,Roopa Achar,40,F,A1
1839,1416,Vani Rao,44,F,A2
1840,1417,Sowmya Naik,37,F,A1
1841,1418,Yamuna Sheikh,23,F,A1
1842,1418,Kavya Patil,55,F,A2
1843,1419,Deepa Poojary,22,F,A1
1844,1420,Deepa Poojary,47,F,A1
1845,1420,Prakash Rao,42,M,A2
1846,1420,Imran Shetty,43,M,A3
1847,1421,Anitha Reddy,25,F,A1
1848,1422,Meena Kumar,39,F,A1
1849,1424,Vinay Rao,55,M,A1
1850,1425,Sowmya Naik,26,F,A1
1851,1425,Jagadish Fernandes,52,M,A2
1852,1428,Meena Nair,18,F,A1
1853,1429,Vinay Patil,35,M,A1
1854,1430,Kavya Nair,41,F,A1
1855,1430,Arjun Setty,28,M,A2
1856,1431,Pooja Poojary,38,F,A1
1857,1431,Arjun Nair,45,M,A2
1858,1434,Fatima Poojary,36,F,A1
1859,1434,Imran Poojary,21,M,A2
1860,1435,Kavya Hegde,50,F,A1
1861,1437,Basavaraj Khan,48,M,A1
1862,1438,Krishna Poojary,28,M,A1
1863,1438,Raghu Rao,46,M,A2
1864,1439,Radha Naik,18,F,A1
1865,1439,Anthony Poojary,32,M,A2
1866,1441,Pooja Patil,37,F,A1
1867,1441,Harish Poojary,40,M,A2
1868,1442,Arjun Hegde,25,M,A1
1869,1442,Iqbal Naik,48,M,A2
1870,1443,Naveen Hegde,22,M,A1
1871,1443,Ayesha Shetty,19,F,A2
1872,1446,Venkatesh Setty,45,M,A1
1873,1446,Zameer Kumar,27,M,A2
1874,1447,Latha Reddy,48,F,A1
1875,1448,Krishna Sheikh,46,M,A1
1876,1449,Zeenath Sheikh,24,F,A1
1877,1451,Yamuna Shetty,42,F,A1
1878,1452,Fatima Fernandes,38,F,A1
1879,1452,Usha Achar,46,F,A2
1880,1453,Nandini Reddy,46,F,A1
1881,1453,Gopal Gowda,40,M,A2
1882,1453,Vinay Achar,21,M,A3
1883,1456,Latha Hegde,46,F,A1
1884,1456,Fatima Fernandes,52,F,A2
1885,1458,Triveni Reddy,24,F,A1
1886,1460,Suresh Poojary,41,M,A1
1887,1460,Triveni Hegde,35,F,A2
1888,1462,Latha Reddy,22,F,A1
1889,1462,Yamuna Rao,40,F,A2
1890,1462,Gopal Shetty,20,M,A3
1891,1462,Prakash Khan,45,M,A4
1892,1463,Zameer Rao,52,M,A1
1893,1464,Shwetha Reddy,33,F,A1
1894,1464,Vani Achar,24,F,A2
1895,1464,Iqbal Khan,25,M,A3
1896,1468,Anitha Fernandes,25,F,A1
1897,1468,Suresh Poojary,20,M,A2
1898,1469,Gopal Naik,55,M,A1
1899,1469,Manjunath Rao,41,M,A2
1900,1470,Mahesh Rao,40,M,A1
1901,1470,Kavya Sheikh,47,F,A2
1902,1470,Kavya Gowda,46,F,A3
1903,1470,Raghu Patil,41,M,A4
1904,1470,Deepa Sheikh,26,F,A5
1905,1471,Sowmya Naik,42,F,A1
1906,1473,Gopal Gowda,18,M,A1
1907,1474,Suresh Khan,30,M,A1
1908,1474,Vani Reddy,53,F,A2
1909,1474,Ravi Shetty,32,M,A3
1910,1475,Meena Setty,49,F,A1
1911,1475,Roopa Sheikh,47,F,A2
1912,1475,Santosh Setty,54,M,A3
1913,1475,Deepa Kumar,38,F,A4
1914,1475,Gopal Setty,34,M,A5
1915,1475,Usha Gowda,24,F,A6
1916,1476,Puneeth Achar,25,M,A1
1917,1477,Latha Patil,18,F,A1
1918,1477,Jagadish Setty,43,M,A2
1919,1477,Latha Poojary,21,F,A3
1920,1478,Roopa Shetty,46,F,A1
1921,1479,Fatima Kumar,41,F,A1
1922,1479,Nandini Patil,30,F,A2
1923,1480,Deepa Rao,48,F,A1
1924,1480,Suresh Hegde,19,M,A2
1925,1480,Triveni Sheikh,19,F,A3
1926,1481,Prakash Fernandes,34,M,A1
1927,1482,Jagadish Achar,21,M,A1
1928,1483,Krishna Fernandes,32,M,A1
1929,1484,Vani Achar,38,F,A1
1930,1484,Yusuf Reddy,53,M,A2
1931,1484,Usha Kumar,27,F,A3
1932,1485,Harish Shetty,20,M,A1
1933,1486,Gopal Setty,51,M,A1
1934,1487,Sunitha Rao,28,F,A1
1935,1487,Suresh Rao,49,M,A2
1936,1488,Venkatesh Rao,25,M,A1
1937,1488,Sunitha Fernandes,36,F,A2
1938,1490,Thimmaiah Shetty,29,M,A1
1939,1490,Triveni Khan,54,F,A2
1940,1491,Fatima Setty,30,F,A1
1941,1491,Deepa Fernandes,47,F,A2
1942,1491,Om Naik,47,M,A3
1943,1493,Lokesh Shetty,41,M,A1
1944,1493,Ravi Reddy,49,M,A2
1945,1494,Ayesha Achar,26,F,A1
1946,1494,Sunitha Achar,37,F,A2
1947,1497,Iqbal Achar,54,M,A1
1948,1498,Radha Naik,20,F,A1
1949,1500,Imran Reddy,35,M,A1
1950,1500,Shwetha Kumar,25,F,A2
1951,1501,Ayesha Setty,25,F,A1
1952,1501,Fatima Kumar,48,F,A2
1953,1505,Harish Rao,49,M,A1
1954,1508,Lokesh Poojary,31,M,A1
1955,1508,Radha Patil,53,F,A2
1956,1509,Zeenath Setty,18,F,A1
1957,1509,Roopa Achar,48,F,A2
1958,1509,Latha Nair,45,F,A3
1959,1509,Kavya Reddy,36,F,A4
1960,1509,Manjunath Kumar,29,M,A5
1961,1510,Roopa Gowda,23,F,A1
1962,1510,Deepa Naik,27,F,A2
1963,1510,Chandru Khan,55,M,A3
1964,1511,Shwetha Rao,22,F,A1
1965,1511,Suresh Shetty,46,M,A2
1966,1511,Jagadish Rao,36,M,A3
1967,1513,Shwetha Khan,29,F,A1
1968,1514,Santosh Sheikh,41,M,A1
1969,1515,Ayesha Khan,49,F,A1
1970,1515,Om Setty,42,M,A2
1971,1515,Yamuna Achar,53,F,A3
1972,1518,Prakash Shetty,33,M,A1
1973,1521,Zeenath Nair,26,F,A1
1974,1521,Om Sheikh,23,M,A2
1975,1521,Om Poojary,28,M,A3
1976,1521,Krishna Sheikh,35,M,A4
1977,1521,Meena Achar,39,F,A5
1978,1522,Anthony Hegde,33,M,A1
1979,1523,Fatima Patil,33,F,A1
1980,1523,Prakash Rao,18,M,A2
1981,1524,Arjun Setty,34,M,A1
1982,1524,Usha Sheikh,39,F,A2
1983,1524,Om Nair,54,M,A3
1984,1526,Latha Sheikh,24,F,A1
1985,1526,Arjun Achar,45,M,A2
1986,1526,Om Rao,35,M,A3
1987,1526,Krishna Gowda,37,M,A4
1988,1526,Yogesh Khan,37,M,A5
1989,1527,Vani Patil,27,F,A1
1990,1527,Ayesha Setty,34,F,A2
1991,1529,Latha Sheikh,27,F,A1
1992,1529,Latha Achar,43,F,A2
1993,1532,Basavaraj Nair,52,M,A1
1994,1532,Jagadish Kumar,19,M,A2
1995,1534,Zameer Sheikh,54,M,A1
1996,1534,Pooja Shetty,33,F,A2
1997,1534,Ayesha Sheikh,50,F,A3
1998,1534,Ayesha Reddy,32,F,A4
1999,1534,Latha Reddy,40,F,A5
2000,1537,Pooja Setty,32,F,A1
2001,1537,Nandini Naik,35,F,A2
2002,1538,Shankar Nair,52,M,A1
2003,1539,Prakash Fernandes,43,M,A1
2004,1539,Naveen Setty,21,M,A2
2005,1540,Ravi Poojary,28,M,A1
2006,1540,Gopal Setty,38,M,A2
2007,1541,Vani Achar,41,F,A1
2008,1542,Sunitha Patil,31,F,A1
