VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1443,914,Usha Reddy,32,F,0
1444,915,Shwetha Naik,62,T,0
1445,915,Jagadish Hegde,49,M,0
1446,916,Zameer Patil,46,M,0
1447,917,Sowmya Sheikh,57,F,0
1448,918,Chandru Hegde,48,M,0
1449,918,Iqbal Achar,72,M,0
1450,919,Sunitha Hegde,37,T,0
1451,920,Deepa Sheikh,20,F,0
1452,920,Shwetha Setty,16,F,0
1453,921,Vijayalakshmi Setty,40,F,0
1454,922,Arjun Kumar,65,M,0
1455,922,Fatima Hegde,69,T,0
1456,923,Ayesha Shetty,13,F,0
1457,923,Yogesh Khan,71,M,0
1458,924,Naveen Shetty,14,M,0
1459,924,Arjun Rao,40,M,0
1460,925,Zeenath Gowda,67,T,0
1461,925,Lokesh Kumar,54,M,0
1462,926,Roopa Kumar,13,T,0
1463,926,Kavya Hegde,61,F,0
1464,927,Shwetha Gowda,17,F,0
1465,928,Manjunath Kumar,50,M,0
1466,929,Radha Patil,69,F,0
1467,930,Deepa Kumar,23,T,0
1468,931,Roopa Sheikh,56,T,0
1469,932,Ayesha Nair,31,F,0
1470,932,Usha Reddy,54,F,0
1471,933,Triveni Khan,63,T,0
1472,933,Triveni Rao,59,F,0
1473,934,Zameer Setty,39,M,0
1474,935,Fatima Fernandes,17,F,0
1475,936,Vani Fernandes,60,T,0
1476,936,Zeenath Hegde,56,F,0
1477,936,Ravi Fernandes,69,M,0
1478,937,Meena Nair,54,T,0
1479,938,Vijayalakshmi Setty,60,F,0
1480,938,Ayesha Khan,57,T,0
1481,939,Kavya Fernandes,40,T,0
1482,940,Triveni Hegde,25,T,0
1483,940,Triveni Hegde,26,T,0
1484,941,Ayesha Nair,21,T,0
1485,941,Raghu Rao,11,M,0
1486,942,Nandini Achar,23,T,0
1487,942,Deepa Sheikh,16,F,0
1488,942,Fatima Setty,30,T,0
1489,942,Deepa Naik,45,T,0
1490,942,Meena Gowda,66,T,0
1491,943,Anitha Rao,6,T,0
1492,943,Ravi Sheikh,41,M,0
1493,944,Anitha Setty,61,T,0
1494,945,Gopal Nair,70,M,0
1495,945,Fatima Achar,30,T,0
1496,946,Kavya Kumar,57,F,0
1497,946,Ayesha Naik,5,T,0
1498,947,Zameer Rao,45,M,0
1499,948,Usha Nair,5,T,0
1500,948,Sowmya Shetty,18,F,0
1501,949,Anitha Naik,71,F,0
1502,950,Pooja Gowda,62,F,0
1503,950,Naveen Nair,5,M,0
1504,951,Meena Fernandes,22,T,0
1505,951,Shwetha Achar,13,F,0
1506,952,Sunitha Poojary,53,F,0
1507,952,Zeenath Khan,36,T,0
1508,953,Nandini Reddy,12,T,0
1509,953,Fatima Achar,63,F,0
1510,954,Triveni Hegde,39,T,0
1511,955,Anitha Poojary,50,T,0
1512,955,Pooja Hegde,31,F,0
1513,956,Puneeth Fernandes,43,M,0
1514,956,Nandini Reddy,42,F,0
1515,957,Shwetha Kumar,63,T,0
1516,958,Shwetha Poojary,7,T,0
1517,958,Sunitha Patil,44,T,0
1518,959,Ayesha Gowda,57,F,0
1519,959,Latha Patil,59,T,0
1520,960,Vijayalakshmi Rao,32,F,0
1521,961,Sowmya Naik,48,T,0
1522,961,Shwetha Hegde,6,F,0
1523,962,Manjunath Shetty,27,M,0
1524,963,Radha Hegde,33,T,0
1525,964,Pooja Gowda,11,T,0
1526,964,Vani Shetty,41,T,0
1527,965,Suresh Shetty,10,M,0
1528,965,Puneeth Setty,64,M,0
1529,966,Meena Rao,54,T,0
1530,966,Sowmya Reddy,14,F,0
1531,967,Vijayalakshmi Shetty,50,F,0
1532,968,Fatima Khan,46,T,0
1533,968,Sowmya Gowda,6,F,0
1534,969,Sunitha Gowda,33,F,0
1535,970,Yusuf Hegde,39,M,0
1536,971,Vinay Setty,41,M,0
1537,971,Meena Hegde,39,F,0
1538,972,Thimmaiah Sheikh,42,M,0
1539,972,Prakash Kumar,40,M,0
1540,973,Zeenath Nair,43,F,0
1541,974,Basavaraj Rao,16,M,0
1542,974,Anitha Nair,69,T,0
1543,975,Sunitha Gowda,18,T,0
1544,975,Kavya Hegde,20,T,0
1545,976,Basavaraj Kumar,29,M,0
1546,976,Fatima Achar,8,T,0
1547,977,Om Kumar,64,M,0
1548,978,Jagadish Fernandes,55,M,0
1549,979,Shwetha Setty,16,F,0
1550,979,Meena Achar,6,F,0
1551,980,Sowmya Patil,36,F,0
1552,980,Yogesh Setty,39,M,0
1553,981,Raghu Poojary,49,M,0
1554,981,Kavya Sheikh,63,T,0
1555,982,Anitha Naik,73,F,0
1556,983,Usha Khan,31,T,0
1557,984,Ravi Reddy,29,M,0
1558,985,Anthony Patil,52,M,0
1559,986,Yamuna Hegde,59,F,0
1560,987,Vijayalakshmi Reddy,69,F,0
1561,987,Santosh Sheikh,37,M,0
1562,988,Krishna Poojary,64,M,0
1563,988,Usha Khan,23,F,0
1564,989,Om Rao,53,M,0
1565,990,Latha Achar,68,F,0
1566,990,Ayesha Khan,9,F,0
1567,991,Radha Rao,15,T,0
1568,992,Nandini Reddy,19,F,0
1569,993,Roopa Naik,13,T,0
1570,993,Roopa Achar,8,F,0
1571,994,Ullas Nair,29,M,0
1572,995,Yogesh Naik,63,M,0
1573,996,Pooja Reddy,40,F,0
1574,997,Vijayalakshmi Khan,56,F,0
1575,997,Suresh Sheikh,37,M,0
1576,998,Manjunath Hegde,31,M,0
1577,999,Anitha Khan,17,T,0
1578,1000,Ayesha Poojary,6,F,0
1579,1001,Meena Patil,23,F,0
1580,1001,Pooja Kumar,21,T,0
1581,1002,Zeenath Kumar,5,T,0
1582,1003,Raghu Hegde,50,M,0
1583,1003,Latha Gowda,53,F,0
1584,1004,Sowmya Setty,37,T,0
1585,1004,Radha Hegde,53,T,0
1586,1005,Gopal Kumar,46,M,0
1587,1005,Radha Fernandes,12,T,0
1588,1006,Harish Reddy,45,M,0
1589,1006,Chandru Sheikh,56,M,0
1590,1007,Meena Poojary,19,T,0
1591,1008,Kavya Patil,11,F,0
1592,1009,Meena Shetty,69,F,0
1593,1010,Ayesha Patil,36,F,0
1594,1010,Jagadish Sheikh,21,M,0
1595,1011,Nandini Setty,59,T,0
1596,1012,Triveni Sheikh,39,F,0
1597,1013,Yamuna Sheikh,72,F,0
1598,1013,Shankar Patil,39,M,0
1599,1014,Shankar Naik,27,M,0
1600,1015,Shwetha Nair,6,T,0
1601,1016,Anitha Sheikh,72,T,0
1602,1016,Arjun Fernandes,34,M,0
1603,1017,Gopal Fernandes,21,M,0
1604,1017,Deepa Gowda,17,F,0
1605,1018,Shwetha Patil,45,F,0
1606,1019,Shwetha Poojary,55,F,0
1607,1019,Anthony Nair,63,M,0
1608,1020,Vani Shetty,47,T,0
1609,1020,Vani Hegde,13,F,0
1610,1021,Usha Patil,49,F,0
1611,1021,Usha Shetty,23,T,0
1612,1022,Jagadish Hegde,44,M,0
1613,1022,Ayesha Reddy,11,T,0
1614,1023,Usha Rao,28,T,0
1615,1024,Meena Fernandes,50,F,0
1616,1024,Gopal Nair,30,M,0
1617,1025,Nataraj Gowda,22,M,0
1618,1025,Basavaraj Patil,51,M,0
1619,1026,Vinay Achar,14,M,0
1620,1027,Om Achar,45,M,0
1621,1027,Yamuna Shetty,55,F,0
1622,1027,Arjun Naik,27,M,0
1623,1028,Venkatesh Patil,43,M,0
1624,1028,Om Sheikh,66,M,0
1625,1029,Krishna Rao,5,M,0
1626,1029,Yusuf Patil,38,M,0
1627,1030,Ayesha Khan,41,T,0
1628,1030,Meena Sheikh,60,T,0
1629,1031,Vani Naik,66,T,0
1630,1032,Sowmya Patil,36,F,0
1631,1033,Radha Gowda,55,T,0
1632,1034,Prakash Sheikh,10,M,0
1633,1035,Vijayalakshmi Naik,7,F,0
1634,1035,Triveni Reddy,27,T,0
1635,1036,Anitha Fernandes,39,T,0
1636,1036,Sowmya Setty,37,F,0
1637,1037,Fatima Rao,42,F,0
1638,1038,Pooja Setty,53,F,0
1639,1038,Shankar Setty,18,M,0
1640,1039,Radha Kumar,61,F,0
1641,1039,Anitha Reddy,70,F,0
1642,1040,Sowmya Shetty,58,T,0
1643,1041,Anthony Hegde,24,M,0
1644,1041,Latha Sheikh,18,F,0
1645,1042,Sowmya Patil,72,F,0
1646,1043,Yogesh Fernandes,17,M,0
1647,1044,Roopa Hegde,55,T,0
1648,1044,Vani Hegde,16,T,0
1649,1045,Roopa Sheikh,58,F,0
1650,1046,Raghu Khan,50,M,0
1651,1046,Venkatesh Naik,23,M,0
1652,1047,Latha Nair,58,T,0
1653,1048,Sunitha Naik,61,F,0
1654,1049,Thimmaiah Reddy,65,M,0
1655,1050,Nandini Rao,19,T,0
1656,1051,Vijayalakshmi Reddy,39,F,0
1657,1052,Anitha Gowda,23,T,0
1658,1052,Santosh Achar,33,M,0
1659,1052,Santosh Reddy,48,M,0
1660,1053,Anitha Sheikh,13,F,0
1661,1054,Yogesh Naik,58,M,0
1662,1055,Manjunath Achar,54,M,0
1663,1055,Fatima Patil,20,F,0
1664,1056,Deepa Achar,74,T,0
1665,1057,Krishna Nair,43,M,0
1666,1058,Santosh Hegde,21,M,0
1667,1059,Roopa Gowda,50,T,0
1668,1059,Deepa Reddy,21,F,0
1669,1060,Meena Khan,34,F,0
1670,1061,Basavaraj Kumar,63,M,0
1671,1062,Ullas Achar,33,M,0
1672,1062,Arjun Kumar,18,M,0
1673,1063,Anthony Gowda,65,M,0
1674,1064,Sowmya Hegde,68,T,0
1675,1064,Sunitha Achar,74,T,0
1676,1065,Vijayalakshmi Reddy,56,T,0
1677,1065,Pooja Fernandes,45,T,0
1678,1066,Zameer Setty,65,M,0
1679,1066,Naveen Kumar,15,M,0
1680,1067,Suresh Setty,38,M,0
1681,1068,Pooja Gowda,15,F,0
1682,1069,Pooja Poojary,65,F,0
1683,1070,Triveni Achar,35,T,0
1684,1070,Kavya Sheikh,29,T,0
1685,1071,Shwetha Poojary,56,F,0
1686,1072,Ayesha Sheikh,52,F,0
1687,1073,Nataraj Shetty,6,M,0
1688,1073,Anitha Gowda,55,F,0
1689,1074,Kavya Setty,40,T,0
1690,1074,Fatima Rao,28,F,0
1691,1075,Ravi Setty,31,M,0
1692,1075,Vinay Patil,69,M,0
1693,1076,Triveni Patil,57,T,0
1694,1077,Meena Poojary,39,T,0
1695,1077,Puneeth Hegde,24,M,0
1696,1078,Roopa Kumar,37,F,0
1697,1079,Sunitha Gowda,57,T,0
1698,1079,Mahesh Kumar,53,M,0
1699,1080,Yogesh Shetty,17,M,0
1700,1081,Anitha Poojary,74,T,0
1701,1081,Latha Setty,32,T,0
1702,1082,Zeenath Fernandes,66,F,0
1703,1082,Raghu Poojary,32,M,0
1704,1083,Shwetha Setty,30,F,0
1705,1084,Meena Hegde,45,F,0
1706,1084,Anitha Reddy,60,T,0
1707,1085,Harish Khan,71,M,0
1708,1086,Jagadish Setty,35,M,0
1709,1087,Sunitha Achar,11,T,0
1710,1087,Meena Nair,75,T,0
1711,1088,Chandru Achar,38,M,0
1712,1088,Vinay Achar,48,M,0
1713,1089,Radha Achar,44,F,0
1714,1089,Krishna Fernandes,52,M,0
1715,1090,Fatima Kumar,5,T,0
1716,1091,Fatima Setty,38,F,0
1717,1092,Roopa Sheikh,36,T,0
1718,1092,Zameer Sheikh,49,M,0
1719,1093,Shwetha Kumar,56,F,0
1720,1094,Yamuna Gowda,7,T,0
1721,1094,Iqbal Khan,70,M,0
1722,1095,Roopa Naik,27,F,0
1723,1095,Latha Kumar,5,F,0
1724,1096,Meena Fernandes,57,T,0
1725,1096,Nataraj Naik,62,M,0
1726,1097,Triveni Poojary,32,F,0
1727,1098,Yamuna Setty,54,T,0
1728,1099,Triveni Khan,66,T,0
1729,1100,Harish Nair,46,M,0
1730,1100,Vinay Nair,13,M,0
1731,1101,Shankar Poojary,57,M,0
1732,1101,Roopa Patil,37,F,0
1733,1102,Nandini Shetty,52,F,0
1734,1103,Sowmya Nair,51,T,0
1735,1103,Vinay Poojary,19,M,0
1736,1104,Meena Kumar,33,T,0
1737,1104,Thimmaiah Fernandes,38,M,0
1738,1105,Deepa Sheikh,69,F,0
1739,1105,Deepa Patil,22,T,0
1740,1106,Ullas Khan,24,M,0
1741,1106,Harish Achar,54,M,0
1742,1107,Zeenath Hegde,51,F,0
1743,1108,Fatima Setty,5,T,0
1744,1109,Nandini Nair,12,T,0
1745,1110,Yamuna Poojary,59,T,0
1746,1110,Om Patil,41,M,0
1747,1111,Deepa Patil,36,F,0
1748,1111,Meena Nair,75,F,0
1749,1112,Yamuna Kumar,57,F,0
1750,1112,Nandini Naik,62,T,0
1751,1113,Pooja Poojary,44,T,0
1752,1114,Roopa Sheikh,17,T,0
1753,1114,Krishna Nair,58,M,0
1754,1114,Pooja Achar,72,T,0
1755,1115,Kavya Shetty,72,F,0
1756,1116,Radha Hegde,74,F,0
1757,1117,Shankar Naik,6,M,0
1758,1118,Yusuf Patil,43,M,0
1759,1119,Santosh Khan,26,M,0
1760,1119,Yusuf Fernandes,74,M,0
1761,1120,Nandini Shetty,43,F,0
1762,1121,Shwetha Shetty,69,F,0
1763,1121,Shwetha Hegde,39,F,0
1764,1122,Iqbal Sheikh,60,M,0
1765,1122,Naveen Patil,48,M,0
1766,1123,Anitha Achar,13,F,0
1767,1124,Kavya Poojary,60,F,0
1768,1124,Deepa Rao,7,T,0
1769,1125,Vijayalakshmi Kumar,41,T,0
1770,1126,Roopa Setty,60,F,0
1771,1126,Ullas Setty,61,M,0
1772,1127,Meena Achar,24,T,0
1773,1127,Ayesha Achar,44,F,0
1774,1128,Krishna Achar,36,M,0
1775,1128,Nandini Patil,52,T,0
1776,1129,Zameer Reddy,67,M,0
1777,1129,Ayesha Setty,74,T,0
1778,1130,Manjunath Hegde,73,M,0
1779,1130,Triveni Kumar,26,F,0
1780,1131,Arjun Gowda,14,M,0
1781,1131,Vani Setty,18,F,0
1782,1132,Vijayalakshmi Naik,9,T,0
1783,1132,Manjunath Reddy,38,M,0
1784,1133,Kavya Kumar,52,F,0
1785,1134,Kavya Khan,66,T,0
1786,1135,Anitha Reddy,37,F,0
1787,1136,Pooja Hegde,16,F,0
1788,1136,Radha Gowda,53,T,0
1789,1137,Zeenath Shetty,12,T,0
1790,1138,Thimmaiah Kumar,70,M,0
1791,1138,Shwetha Poojary,50,F,0
1792,1139,Latha Poojary,41,T,0
1793,1139,Meena Gowda,47,T,0
1794,1140,Jagadish Patil,50,M,0
1795,1140,Vani Fernandes,10,T,0
1796,1141,Prakash Sheikh,36,M,0
1797,1141,Jagadish Shetty,21,M,0
1798,1142,Iqbal Rao,66,M,0
1799,1142,Ravi Achar,41,M,0
1800,1143,Roopa Reddy,23,T,0
1801,1144,Latha Hegde,9,T,0
1802,1145,Usha Khan,61,F,0
1803,1146,Triveni Khan,60,T,0
1804,1147,Sunitha Poojary,38,F,0
1805,1148,Gopal Achar,22,M,0
1806,1149,Jagadish Nair,44,M,0
1807,1150,Venkatesh Reddy,9,M,0
1808,1151,Vijayalakshmi Hegde,73,T,0
1809,1152,Anthony Shetty,41,M,0
1810,1153,Nandini Achar,59,F,0
1811,1154,Sunitha Shetty,32,F,0
1812,1154,Iqbal Fernandes,62,M,0
1813,1155,Vani Khan,48,T,0
1814,1156,Ayesha Rao,38,T,0
1815,1156,Vinay Reddy,51,M,0
1816,1157,Pooja Rao,45,T,0
1817,1157,Puneeth Sheikh,13,M,0
1818,1158,Kavya Hegde,55,T,0
1819,1159,Naveen Kumar,49,M,0
1820,1160,Kavya Rao,63,F,0
1821,1161,Radha Sheikh,37,T,0
1822,1162,Deepa Khan,67,F,0
1823,1163,Yusuf Achar,49,M,0
1824,1163,Meena Shetty,12,F,0
1825,1164,Sunitha Shetty,62,F,0
1826,1165,Ravi Achar,55,M,0
1827,1165,Meena Poojary,45,T,0
1828,1166,Yamuna Patil,14,T,0
1829,1167,Vani Poojary,64,T,0
1830,1168,Basavaraj Naik,7,M,0
1831,1168,Radha Fernandes,68,F,0
1832,1169,Sowmya Kumar,26,T,0
1833,1170,Venkatesh Poojary,63,M,0
1834,1171,Latha Nair,24,F,0
1835,1172,Vijayalakshmi Achar,38,F,0
1836,1173,Suresh Patil,67,M,0
1837,1174,Suresh Rao,66,M,0
1838,1175,Latha Naik,61,T,0
1839,1176,Sowmya Reddy,28,T,0
1840,1177,Naveen Achar,75,M,0
1841,1177,Prakash Shetty,50,M,0
1842,1178,Raghu Setty,35,M,0
1843,1179,Usha Setty,69,T,0
1844,1179,Yamuna Setty,16,F,0
1845,1180,Radha Shetty,20,F,0
1846,1181,Vani Reddy,18,F,0
1847,1182,Chandru Patil,57,M,0
1848,1182,Sowmya Reddy,36,F,0
1849,1183,Naveen Poojary,30,M,0
1850,1184,Roopa Fernandes,43,T,0
1851,1185,Triveni Achar,5,F,0
1852,1186,Om Gowda,27,M,0
1853,1187,Triveni Fernandes,44,F,0
1854,1188,Krishna Poojary,27,M,0
1855,1189,Roopa Hegde,68,F,0
1856,1190,Kavya Achar,59,T,0
1857,1190,Ayesha Patil,56,F,0
1858,1190,Yogesh Khan,40,M,0
1859,1190,Yamuna Achar,8,F,0
1860,1190,Sunitha Patil,34,T,0
1861,1191,Ayesha Nair,74,F,0
1862,1192,Imran Kumar,25,M,0
1863,1192,Shankar Setty,37,M,0
1864,1193,Yamuna Shetty,44,F,0
1865,1193,Pooja Fernandes,40,T,0
1866,1194,Yusuf Gowda,73,M,0
1867,1195,Ayesha Patil,28,T,0
1868,1195,Kavya Patil,34,T,0
1869,1196,Sunitha Gowda,28,F,0
1870,1197,Gopal Naik,32,M,0
1871,1197,Kavya Achar,75,T,0
1872,1197,Raghu Nair,48,M,0
1873,1198,Shwetha Poojary,67,F,0
1874,1199,Ravi Rao,24,M,0
1875,1200,Ravi Khan,19,M,0
1876,1200,Iqbal Fernandes,49,M,0
1877,1201,Santosh Achar,29,M,0
1878,1201,Vani Gowda,30,T,0
1879,1202,Deepa Hegde,64,F,0
1880,1202,Radha Kumar,70,T,0
1881,1203,Yamuna Sheikh,39,F,0
1882,1203,Shwetha Shetty,75,T,0
1883,1204,Venkatesh Kumar,60,M,0
1884,1205,Puneeth Khan,16,M,0
1885,1206,Jagadish Kumar,66,M,0
1886,1206,Jagadish Hegde,24,M,0
1887,1207,Deepa Shetty,44,T,0
1888,1207,Kavya Reddy,23,T,0
1889,1208,Shankar Reddy,61,M,0
1890,1208,Pooja Fernandes,16,F,0
1891,1209,Arjun Nair,55,M,0
1892,1209,Radha Gowda,23,F,0
1893,1210,Raghu Poojary,28,M,0
1894,1211,Kavya Khan,7,F,0
1895,1211,Nataraj Nair,75,M,0
1896,1212,Chandru Khan,26,M,0
1897,1213,Shwetha Shetty,65,T,0
1898,1214,Kavya Shetty,33,F,0
1899,1215,Mahesh Fernandes,72,M,0
1900,1215,Meena Achar,21,F,0
1901,1216,Fatima Fernandes,30,T,0
1902,1217,Imran Reddy,69,M,0
1903,1218,Nataraj Gowda,35,M,0
1904,1219,Zeenath Kumar,10,T,0
1905,1219,Santosh Fernandes,31,M,0
1906,1220,Pooja Hegde,33,T,0
1907,1220,Raghu Patil,25,M,0
1908,1221,Deepa Achar,63,T,0
1909,1221,Yogesh Setty,49,M,0
1910,1222,Thimmaiah Khan,50,M,0
1911,1223,Anitha Sheikh,49,T,0
1912,1223,Ayesha Kumar,41,T,0
1913,1224,Ayesha Kumar,75,F,0
1914,1225,Fatima Rao,19,T,0
1915,1226,Nandini Hegde,66,F,0
1916,1226,Deepa Achar,18,F,0
1917,1227,Deepa Rao,44,F,0
1918,1228,Meena Achar,70,F,0
1919,1228,Latha Achar,48,T,0
1920,1229,Sunitha Khan,15,F,0
1921,1230,Meena Sheikh,59,T,0
1922,1230,Shwetha Hegde,30,F,0
1923,1231,Sunitha Sheikh,44,T,0
1924,1231,Vani Khan,42,F,0
1925,1232,Yusuf Achar,70,M,0
1926,1232,Yogesh Khan,22,M,0
1927,1233,Deepa Shetty,71,T,0
1928,1233,Triveni Achar,73,F,0
1929,1233,Shwetha Reddy,19,F,0
1930,1234,Roopa Reddy,58,T,0
1931,1234,Anitha Kumar,44,T,0
1932,1235,Kavya Poojary,75,T,0
1933,1235,Yamuna Rao,62,T,0
1934,1236,Vinay Rao,49,M,0
1935,1236,Vinay Shetty,21,M,0
1936,1237,Raghu Achar,75,M,0
1937,1237,Yusuf Nair,36,M,0
1938,1237,Vani Rao,34,F,0
1939,1237,Latha Rao,30,F,0
1940,1238,Deepa Sheikh,40,T,0
1941,1238,Sunitha Hegde,52,F,0
1942,1239,Shwetha Kumar,5,F,0
1943,1240,Kavya Poojary,65,T,0
1944,1240,Pooja Khan,32,F,0
1945,1241,Meena Naik,68,F,0
1946,1242,Santosh Nair,10,M,0
1947,1243,Yamuna Fernandes,40,T,0
1948,1243,Triveni Poojary,30,F,0
1949,1244,Naveen Shetty,28,M,0
1950,1245,Ayesha Fernandes,18,T,0
1951,1245,Yogesh Rao,54,M,0
1952,1246,Venkatesh Naik,25,M,0
1953,1247,Raghu Nair,45,M,0
1954,1248,Yogesh Kumar,28,M,0
1955,1248,Imran Nair,39,M,0
1956,1249,Ullas Setty,46,M,0
1957,1250,Vijayalakshmi Setty,64,T,0
1958,1250,Meena Setty,55,T,0
1959,1251,Anitha Gowda,8,T,0
1960,1252,Naveen Rao,6,M,0
1961,1253,Manjunath Setty,57,M,0
1962,1253,Suresh Rao,39,M,0
1963,1254,Deepa Poojary,12,F,0
1964,1254,Prakash Khan,66,M,0
1965,1255,Ullas Sheikh,40,M,0
1966,1256,Sunitha Patil,25,F,0
1967,1257,Nandini Hegde,31,F,0
1968,1257,Vinay Hegde,20,M,0
1969,1258,Thimmaiah Rao,14,M,0
1970,1258,Latha Gowda,51,F,0
1971,1258,Krishna Setty,58,M,0
1972,1259,Yusuf Poojary,72,M,0
1973,1260,Nataraj Khan,71,M,0
1974,1261,Anitha Gowda,36,F,0
1975,1262,Manjunath Nair,72,M,0
1976,1262,Usha Shetty,31,F,0
1977,1263,Triveni Khan,21,T,0
1978,1264,Roopa Patil,67,T,0
1979,1265,Ravi Achar,44,M,0
1980,1265,Shwetha Rao,37,T,0
1981,1266,Vijayalakshmi Shetty,23,F,0
1982,1267,Roopa Hegde,12,F,0
1983,1267,Fatima Rao,73,T,0
1984,1268,Shankar Patil,54,M,0
1985,1269,Sowmya Khan,19,T,0
1986,1269,Iqbal Sheikh,42,M,0
1987,1270,Deepa Rao,54,F,0
1988,1271,Sunitha Reddy,58,T,0
1989,1271,Nandini Kumar,38,T,0
1990,1272,Zeenath Naik,18,F,0
1991,1272,Meena Achar,52,F,0
1992,1273,Vijayalakshmi Poojary,5,T,0
1993,1274,Zeenath Naik,51,T,0
1994,1274,Kavya Naik,34,T,0
1995,1275,Yogesh Reddy,28,M,0
1996,1276,Radha Kumar,38,F,0
1997,1276,Usha Reddy,24,T,0
1998,1277,Yamuna Rao,37,T,0
1999,1278,Nataraj Achar,10,M,0
2000,1279,Shwetha Rao,12,T,0
2001,1279,Sowmya Kumar,59,F,0
2002,1280,Suresh Sheikh,7,M,0
2003,1280,Yamuna Achar,5,F,0
2004,1281,Anitha Nair,70,T,0
2005,1281,Sunitha Reddy,30,T,0
2006,1282,Ravi Rao,62,M,0
2007,1282,Vani Gowda,62,F,0
2008,1283,Puneeth Setty,46,M,0
2009,1284,Nandini Poojary,42,F,0
2010,1284,Meena Nair,66,T,0
2011,1285,Imran Gowda,28,M,0
2012,1286,Nataraj Achar,9,M,0
2013,1287,Kavya Setty,74,F,0
2014,1287,Sunitha Nair,43,F,0
2015,1288,Fatima Naik,8,F,0
2016,1289,Harish Setty,6,M,0
2017,1290,Anthony Hegde,51,M,0
2018,1291,Ayesha Sheikh,58,T,0
2019,1291,Lokesh Khan,36,M,0
2020,1292,Meena Naik,5,T,0
2021,1293,Nandini Nair,71,T,0
2022,1294,Triveni Kumar,62,T,0
2023,1295,Manjunath Rao,16,M,0
2024,1295,Pooja Reddy,28,F,0
2025,1296,Anitha Sheikh,63,T,0
2026,1296,Naveen Fernandes,13,M,0
2027,1296,Fatima Achar,72,T,0
2028,1297,Krishna Sheikh,75,M,0
2029,1297,Chandru Nair,64,M,0
2030,1298,Ullas Sheikh,20,M,0
2031,1298,Sowmya Patil,16,T,0
2032,1299,Roopa Nair,71,T,0
2033,1299,Vinay Reddy,48,M,0
2034,1300,Zeenath Naik,75,T,0
2035,1300,Latha Patil,21,T,0
2036,1301,Deepa Khan,32,T,0
2037,1301,Deepa Hegde,60,T,0
2038,1302,Triveni Gowda,17,T,0
2039,1302,Vinay Naik,8,M,0
2040,1303,Nandini Gowda,51,F,0
2041,1304,Imran Setty,58,M,0
2042,1304,Zeenath Shetty,44,T,0
2043,1305,Deepa Rao,21,T,0
2044,1305,Radha Rao,59,T,0
2045,1306,Thimmaiah Nair,71,M,0
2046,1307,Roopa Rao,39,F,0
2047,1307,Fatima Patil,10,F,0
2048,1308,Harish Shetty,20,M,0
2049,1308,Roopa Reddy,43,T,0
2050,1309,Usha Kumar,43,F,0
2051,1309,Anitha Fernandes,65,F,0
2052,1310,Radha Gowda,37,F,0
2053,1311,Radha Hegde,46,F,0
2054,1312,Deepa Nair,61,T,0
2055,1313,Radha Hegde,63,T,0
2056,1313,Nandini Fernandes,32,F,0
2057,1314,Shwetha Poojary,61,F,0
2058,1314,Latha Nair,63,T,0
2059,1315,Sunitha Reddy,18,T,0
2060,1316,Harish Kumar,23,M,0
2061,1317,Radha Achar,68,T,0
2062,1317,Manjunath Sheikh,25,M,0
2063,1318,Anitha Patil,6,F,0
2064,1318,Chandru Hegde,63,M,0
2065,1319,Mahesh Gowda,30,M,0
2066,1320,Triveni Fernandes,29,T,0
2067,1321,Prakash Fernandes,70,M,0
2068,1321,Pooja Setty,31,F,0
2069,1322,Sunitha Sheikh,71,F,0
2070,1322,Venkatesh Hegde,8,M,0
2071,1323,Anitha Patil,74,F,0
2072,1323,Jagadish Shetty,34,M,0
2073,1324,Sowmya Sheikh,70,T,0
2074,1325,Krishna Achar,51,M,0
2075,1325,Roopa Achar,46,T,0
2076,1326,Sunitha Patil,58,T,0
2077,1326,Om Rao,51,M,0
2078,1327,Kavya Setty,11,F,0
2079,1328,Gopal Reddy,55,M,0
2080,1328,Jagadish Poojary,18,M,0
2081,1329,Shankar Hegde,35,M,0
2082,1329,Shwetha Naik,10,F,0
2083,1330,Sunitha Poojary,75,T,0
2084,1330,Ullas Gowda,5,M,0
2085,1331,Sowmya Poojary,22,F,0
2086,1331,Shwetha Poojary,15,T,0
2087,1332,Nandini Naik,16,F,0
2088,1332,Gopal Sheikh,65,M,0
2089,1333,Yamuna Achar,20,F,0
2090,1333,Om Shetty,12,M,0
2091,1334,Triveni Rao,50,F,0
2092,1334,Nandini Gowda,12,T,0
2093,1335,Santosh Poojary,55,M,0
2094,1336,Venkatesh Achar,70,M,0
2095,1336,Sowmya Reddy,41,F,0
2096,1337,Pooja Rao,17,F,0
2097,1337,Meena Achar,21,F,0
2098,1338,Latha Hegde,12,T,0
2099,1338,Fatima Achar,75,T,0
2100,1339,Vijayalakshmi Setty,15,T,0
2101,1339,Anitha Kumar,60,T,0
2102,1340,Kavya Achar,39,T,0
2103,1340,Vinay Reddy,73,M,0
2104,1341,Latha Nair,68,T,0
2105,1342,Anitha Achar,15,F,0
2106,1342,Jagadish Fernandes,11,M,0
2107,1343,Deepa Fernandes,57,T,0
2108,1344,Ayesha Sheikh,34,F,0
2109,1344,Deepa Gowda,30,F,0
2110,1345,Vani Setty,36,T,0
2111,1345,Om Kumar,13,M,0
2112,1346,Radha Patil,65,F,0
2113,1347,Roopa Achar,66,T,0
2114,1348,Usha Shetty,25,T,0
